Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount,FirstWithdrawalAmount,NumberOfTerms,Accepted,MonthlyCost,Selected,CreditScore,OfferedAmount,OfferID,next_state,predicted_time
Created,User_3,O_Create Offer,Offer,Offer_685676472,complete,2016-01-02 15:33:53.848000+00:00,Existing loan takeover,New credit,Application_42838382,29500.0,0.0,120.0,True,227.88,False,0.0,21500.0,,O_Cancelled,2016-01-02 23:30:52.078000+00:00
statechange,User_3,O_Created,Offer,OfferState_1896793294,complete,2016-01-02 15:33:55.123000+00:00,Existing loan takeover,New credit,Application_42838382,29500.0,,,,,,,,Offer_685676472,O_Cancelled,2016-01-02 23:41:26.253000+00:00
Created,User_3,O_Create Offer,Offer,Offer_933028395,complete,2016-01-02 15:34:17.443000+00:00,Existing loan takeover,New credit,Application_42838382,29500.0,0.0,127.0,True,215.0,False,0.0,21500.0,,A_Validating,2016-01-03 00:42:07.303000+00:00
statechange,User_3,O_Created,Offer,OfferState_1696821828,complete,2016-01-02 15:34:18.823000+00:00,Existing loan takeover,New credit,Application_42838382,29500.0,,,,,,,,Offer_933028395,A_Validating,2016-01-02 21:59:29.643000+00:00
statechange,User_3,O_Sent (mail and online),Offer,OfferState_234595622,complete,2016-01-02 15:34:32.544000+00:00,Existing loan takeover,New credit,Application_42838382,29500.0,,,,,,,,Offer_933028395,O_Cancelled,2016-01-02 23:04:30.464000+00:00
statechange,User_3,O_Sent (mail and online),Offer,OfferState_81290527,complete,2016-01-02 15:34:32.546000+00:00,Existing loan takeover,New credit,Application_42838382,29500.0,,,,,,,,Offer_685676472,O_Cancelled,2016-01-02 22:09:38.176000+00:00
Deleted,User_3,W_Complete application,Workflow,Workitem_1027188854,complete,2016-01-02 15:34:32.562000+00:00,Existing loan takeover,New credit,Application_42838382,29500.0,,,,,,,,,O_Cancelled,2016-01-02 22:07:52.582000+00:00
Created,User_3,W_Call after offers,Workflow,Workitem_711167551,schedule,2016-01-02 15:34:32.571000+00:00,Existing loan takeover,New credit,Application_42838382,29500.0,,,,,,,,,A_Validating,2016-01-02 21:02:34.571000+00:00
Obtained,User_3,W_Call after offers,Workflow,Workitem_934388980,start,2016-01-02 15:34:32.576000+00:00,Existing loan takeover,New credit,Application_42838382,29500.0,,,,,,,,,O_Cancelled,2016-01-02 20:17:03.336000+00:00
statechange,User_3,A_Complete,Application,ApplState_1260932164,complete,2016-01-02 15:34:32.579000+00:00,Existing loan takeover,New credit,Application_42838382,29500.0,,,,,,,,,O_Cancelled,2016-01-02 20:47:33.539000+00:00
Released,User_3,W_Call after offers,Workflow,Workitem_849948910,suspend,2016-01-02 15:36:49.408000+00:00,Existing loan takeover,New credit,Application_42838382,29500.0,,,,,,,,,O_Cancelled,2016-01-02 21:12:35.038000+00:00
Obtained,User_11,W_Call after offers,Workflow,Workitem_1841687447,resume,2016-01-06 10:31:23.875000+00:00,Existing loan takeover,New credit,Application_42838382,29500.0,,,,,,,,,O_Cancelled,2016-01-06 14:22:55.695000+00:00
Released,User_11,W_Call after offers,Workflow,Workitem_1615394617,suspend,2016-01-06 10:31:49.099000+00:00,Existing loan takeover,New credit,Application_42838382,29500.0,,,,,,,,,O_Cancelled,2016-01-06 14:06:49.569000+00:00
Created,User_8,O_Create Offer,Offer,Offer_1372889733,complete,2016-01-29 09:37:02.296000+00:00,Existing loan takeover,New credit,Application_42838382,29500.0,0.0,120.0,True,225.87,False,0.0,21500.0,,O_Cancelled,2016-01-29 13:37:36.856000+00:00
statechange,User_8,O_Created,Offer,OfferState_1806477852,complete,2016-01-29 09:37:03.812000+00:00,Existing loan takeover,New credit,Application_42838382,29500.0,,,,,,,,Offer_1372889733,O_Cancelled,2016-01-29 14:12:43.092000+00:00
statechange,User_8,O_Sent (mail and online),Offer,OfferState_1573800879,complete,2016-01-29 09:37:20.987000+00:00,Existing loan takeover,New credit,Application_42838382,29500.0,,,,,,,,Offer_1372889733,O_Create Offer,2016-01-29 13:08:49.547000+00:00
statechange,User_1,A_Cancelled,Application,ApplState_1821025141,complete,2016-02-29 07:01:02.376000+00:00,Existing loan takeover,New credit,Application_42838382,29500.0,,,,,,,,,O_Created,2016-02-29 11:19:51.396000+00:00
statechange,User_1,O_Cancelled,Offer,OfferState_1903514454,complete,2016-02-29 07:01:02.416000+00:00,Existing loan takeover,New credit,Application_42838382,29500.0,,,,,,,,Offer_1372889733,O_Sent (online only),2016-02-29 11:02:56.166000+00:00
statechange,User_1,O_Cancelled,Offer,OfferState_1083994202,complete,2016-02-29 07:01:02.425000+00:00,Existing loan takeover,New credit,Application_42838382,29500.0,,,,,,,,Offer_933028395,O_Returned,2016-02-29 08:48:16.625000+00:00
statechange,User_1,O_Cancelled,Offer,OfferState_243842611,complete,2016-02-29 07:01:02.434000+00:00,Existing loan takeover,New credit,Application_42838382,29500.0,,,,,,,,Offer_685676472,A_Validating,2016-02-29 09:43:47.404000+00:00
Deleted,User_1,W_Call after offers,Workflow,Workitem_730036281,ate_abort,2016-02-29 07:01:02.445000+00:00,Existing loan takeover,New credit,Application_42838382,29500.0,,,,,,,,,O_Accepted,2016-02-29 08:57:55.005000+00:00
Created,User_1,A_Create Application,Application,Application_180547487,complete,2016-01-01 17:04:16.739000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,A_Submitted,2016-01-01 17:04:16.859000+00:00
statechange,User_1,A_Submitted,Application,ApplState_649214987,complete,2016-01-01 17:04:16.773000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,A_Concept,2016-01-01 17:45:45.973000+00:00
Created,User_1,W_Handle leads,Workflow,Workitem_250816843,schedule,2016-01-01 17:04:16.957000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,W_Complete application,2016-01-02 00:20:44.257000+00:00
Deleted,User_1,W_Handle leads,Workflow,Workitem_267125598,withdraw,2016-01-01 17:05:29.607000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,A_Accepted,2016-01-01 18:32:29.857000+00:00
Created,User_1,W_Complete application,Workflow,Workitem_1542061975,schedule,2016-01-01 17:05:29.632000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Create Offer,2016-01-01 17:13:53.862000+00:00
statechange,User_1,A_Concept,Application,ApplState_460002192,complete,2016-01-01 17:05:29.642000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Created,2016-01-01 17:10:22.212000+00:00
Obtained,User_19,W_Complete application,Workflow,Workitem_993095878,start,2016-01-02 15:21:33.928000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Sent (mail and online),2016-01-02 20:05:31.898000+00:00
statechange,User_19,A_Accepted,Application,ApplState_1225550919,complete,2016-01-02 15:29:33.297000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,A_Complete,2016-01-04 11:22:56.427000+00:00
Created,User_19,O_Create Offer,Offer,Offer_833160233,complete,2016-01-02 15:31:45.711000+00:00,Home improvement,New credit,Application_180547487,6000.0,6000.0,100.0,True,78.44,True,770.0,6000.0,,O_Create Offer,2016-01-03 21:10:45.451000+00:00
statechange,User_19,O_Created,Offer,OfferState_1317572842,complete,2016-01-02 15:31:47.001000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,Offer_833160233,O_Created,2016-01-03 01:15:53.651000+00:00
statechange,User_19,O_Sent (mail and online),Offer,OfferState_612129037,complete,2016-01-02 15:34:40.607000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,Offer_833160233,O_Sent (mail and online),2016-01-03 08:35:56.487000+00:00
Deleted,User_19,W_Complete application,Workflow,Workitem_801697326,complete,2016-01-02 15:34:40.622000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,A_Validating,2016-01-03 08:15:14.142000+00:00
Created,User_19,W_Call after offers,Workflow,Workitem_485657689,schedule,2016-01-02 15:34:40.628000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-02 23:31:38.858000+00:00
Obtained,User_19,W_Call after offers,Workflow,Workitem_1281877246,start,2016-01-02 15:34:40.630000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-02 23:42:11.760000+00:00
statechange,User_19,A_Complete,Application,ApplState_31775180,complete,2016-01-02 15:34:40.633000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,A_Validating,2016-01-03 00:42:30.493000+00:00
Released,User_19,W_Call after offers,Workflow,Workitem_9001742,suspend,2016-01-02 15:35:59.087000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,A_Validating,2016-01-02 22:01:09.907000+00:00
Obtained,User_11,W_Call after offers,Workflow,Workitem_1948064903,resume,2016-01-06 10:31:54.327000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-06 18:01:52.247000+00:00
Released,User_11,W_Call after offers,Workflow,Workitem_1300154248,suspend,2016-01-06 10:32:23.208000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-06 17:07:28.838000+00:00
Deleted,User_117,W_Call after offers,Workflow,Workitem_617927387,ate_abort,2016-01-11 11:00:36.874000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-11 17:33:56.894000+00:00
Created,User_117,W_Validate application,Workflow,Workitem_1602936362,schedule,2016-01-11 11:00:36.882000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,A_Validating,2016-01-11 16:28:38.882000+00:00
Obtained,User_117,W_Validate application,Workflow,Workitem_1817738471,start,2016-01-11 11:00:36.884000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-11 15:43:07.644000+00:00
statechange,User_117,A_Validating,Application,ApplState_1353514089,complete,2016-01-11 11:00:37.739000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-11 16:13:38.699000+00:00
statechange,User_117,O_Returned,Offer,OfferState_430926354,complete,2016-01-11 11:00:55.951000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,Offer_833160233,O_Cancelled,2016-01-11 16:36:41.581000+00:00
Released,User_117,W_Validate application,Workflow,Workitem_760061499,suspend,2016-01-11 11:07:09.739000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-11 14:58:41.559000+00:00
Deleted,User_100,W_Validate application,Workflow,Workitem_1038365419,ate_abort,2016-01-11 12:57:26.213000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-11 16:32:26.683000+00:00
Created,User_100,W_Call incomplete files,Workflow,Workitem_1907208739,schedule,2016-01-11 12:57:26.224000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-11 16:58:00.784000+00:00
Obtained,User_100,W_Call incomplete files,Workflow,Workitem_1473403684,start,2016-01-11 12:57:26.226000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-11 17:33:05.506000+00:00
statechange,User_100,A_Incomplete,Application,ApplState_1904732513,complete,2016-01-11 12:57:26.228000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Create Offer,2016-01-11 16:28:54.788000+00:00
Released,User_100,W_Call incomplete files,Workflow,Workitem_23732013,suspend,2016-01-11 13:00:00.377000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Created,2016-01-11 17:18:49.397000+00:00
Obtained,User_21,W_Call incomplete files,Workflow,Workitem_1732570461,resume,2016-01-11 14:35:45.528000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Sent (online only),2016-01-11 18:37:39.278000+00:00
Released,User_21,W_Call incomplete files,Workflow,Workitem_1662579738,suspend,2016-01-11 14:37:39.392000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Returned,2016-01-11 16:24:53.592000+00:00
Deleted,User_119,W_Call incomplete files,Workflow,Workitem_406876225,ate_abort,2016-01-11 15:20:27.278000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,A_Validating,2016-01-11 18:03:12.248000+00:00
Created,User_119,W_Validate application,Workflow,Workitem_722766874,schedule,2016-01-11 15:20:27.285000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Accepted,2016-01-11 17:17:19.845000+00:00
Obtained,User_119,W_Validate application,Workflow,Workitem_225017129,start,2016-01-11 15:20:27.287000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,A_Pending,2016-01-11 17:43:18.387000+00:00
statechange,User_119,A_Validating,Application,ApplState_1209034296,complete,2016-01-11 15:20:27.352000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-11 17:54:23.082000+00:00
Released,User_119,W_Validate application,Workflow,Workitem_1622851666,suspend,2016-01-11 15:21:12.682000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-11 21:56:59.502000+00:00
Obtained,User_100,W_Validate application,Workflow,Workitem_1754695543,resume,2016-01-11 15:45:43.468000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-11 18:04:23.058000+00:00
Released,User_100,W_Validate application,Workflow,Workitem_1594743435,suspend,2016-01-11 15:46:23.735000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-11 15:58:50.035000+00:00
Obtained,User_87,W_Validate application,Workflow,Workitem_59509886,resume,2016-01-12 08:13:26.446000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-12 10:34:12.826000+00:00
Released,User_87,W_Validate application,Workflow,Workitem_521647312,suspend,2016-01-12 08:13:33.151000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-12 16:21:00.571000+00:00
Obtained,User_87,W_Validate application,Workflow,Workitem_107777977,resume,2016-01-12 08:17:21.575000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-12 14:05:25.515000+00:00
Released,User_87,W_Validate application,Workflow,Workitem_645441963,suspend,2016-01-12 08:19:14.387000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-12 08:42:44.937000+00:00
Obtained,User_87,W_Validate application,Workflow,Workitem_1936450283,resume,2016-01-12 08:19:38.839000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-12 09:06:47.729000+00:00
Deleted,User_87,W_Validate application,Workflow,Workitem_1966653243,complete,2016-01-12 08:31:24.097000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-12 10:13:54.877000+00:00
Created,User_87,W_Call incomplete files,Workflow,Workitem_691770906,schedule,2016-01-12 08:31:24.104000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-12 10:37:47.634000+00:00
Obtained,User_87,W_Call incomplete files,Workflow,Workitem_1445474960,start,2016-01-12 08:31:24.106000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-12 08:35:05.116000+00:00
statechange,User_87,A_Incomplete,Application,ApplState_1476204767,complete,2016-01-12 08:31:24.108000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-12 10:10:21.158000+00:00
Released,User_87,W_Call incomplete files,Workflow,Workitem_1457859685,suspend,2016-01-12 08:32:48.761000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-12 08:32:48.771000+00:00
Obtained,User_2,W_Call incomplete files,Workflow,Workitem_171328280,resume,2016-01-12 09:41:47.293000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-12 09:41:47.313000+00:00
Released,User_2,W_Call incomplete files,Workflow,Workitem_101511604,suspend,2016-01-12 09:55:29.868000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-12 09:55:29.878000+00:00
Deleted,User_116,W_Call incomplete files,Workflow,Workitem_1637016403,ate_abort,2016-01-12 10:58:18.757000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-12 10:58:18.767000+00:00
Created,User_116,W_Validate application,Workflow,Workitem_822719763,schedule,2016-01-12 10:58:18.763000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-12 10:58:18.773000+00:00
Obtained,User_116,W_Validate application,Workflow,Workitem_348797206,start,2016-01-12 10:58:18.766000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-12 10:58:18.776000+00:00
statechange,User_116,A_Validating,Application,ApplState_1253985913,complete,2016-01-12 10:58:18.829000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-12 10:58:18.839000+00:00
Released,User_116,W_Validate application,Workflow,Workitem_367653916,suspend,2016-01-12 10:59:00.753000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-12 10:59:00.763000+00:00
Obtained,User_87,W_Validate application,Workflow,Workitem_690528215,resume,2016-01-12 12:50:05.076000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-12 12:50:05.086000+00:00
statechange,User_87,O_Accepted,Offer,OfferState_1751523702,complete,2016-01-12 12:56:49.596000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,Offer_833160233,O_Cancelled,2016-01-12 12:56:49.606000+00:00
statechange,User_87,A_Pending,Application,ApplState_1589546910,complete,2016-01-12 12:56:49.666000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-12 12:56:49.676000+00:00
Deleted,User_87,W_Validate application,Workflow,Workitem_2144814227,complete,2016-01-12 12:56:49.677000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,O_Cancelled,2016-01-12 12:56:49.687000+00:00
Created,User_1,A_Create Application,Application,Application_1966208034,complete,2016-01-01 17:06:50.703000+00:00,Remaining debt home,New credit,Application_1966208034,40000.0,,,,,,,,,A_Submitted,2016-01-01 17:06:50.823000+00:00
statechange,User_1,A_Submitted,Application,ApplState_1855507567,complete,2016-01-01 17:06:50.748000+00:00,Remaining debt home,New credit,Application_1966208034,40000.0,,,,,,,,,A_Concept,2016-01-01 17:48:19.948000+00:00
Created,User_1,W_Handle leads,Workflow,Workitem_908904121,schedule,2016-01-01 17:06:51.139000+00:00,Remaining debt home,New credit,Application_1966208034,40000.0,,,,,,,,,W_Complete application,2016-01-02 00:23:18.439000+00:00
Deleted,User_1,W_Handle leads,Workflow,Workitem_1931724944,withdraw,2016-01-01 17:08:20.399000+00:00,Remaining debt home,New credit,Application_1966208034,40000.0,,,,,,,,,A_Accepted,2016-01-01 18:35:20.649000+00:00
Created,User_1,W_Complete application,Workflow,Workitem_1828222550,schedule,2016-01-01 17:08:20.409000+00:00,Remaining debt home,New credit,Application_1966208034,40000.0,,,,,,,,,O_Create Offer,2016-01-01 17:16:44.639000+00:00
statechange,User_1,A_Concept,Application,ApplState_594539727,complete,2016-01-01 17:08:20.419000+00:00,Remaining debt home,New credit,Application_1966208034,40000.0,,,,,,,,,O_Created,2016-01-01 17:13:12.989000+00:00
Obtained,User_38,W_Complete application,Workflow,Workitem_398723910,start,2016-01-02 15:25:45.461000+00:00,Remaining debt home,New credit,Application_1966208034,40000.0,,,,,,,,,O_Sent (mail and online),2016-01-02 20:09:43.431000+00:00
Released,User_38,W_Complete application,Workflow,Workitem_125509469,suspend,2016-01-02 15:29:20.813000+00:00,Remaining debt home,New credit,Application_1966208034,40000.0,,,,,,,,,A_Complete,2016-01-04 11:22:43.943000+00:00
Obtained,User_17,W_Complete application,Workflow,Workitem_725447429,resume,2016-01-02 15:32:30.856000+00:00,Remaining debt home,New credit,Application_1966208034,40000.0,,,,,,,,,O_Create Offer,2016-01-03 21:11:30.596000+00:00
Released,User_17,W_Complete application,Workflow,Workitem_1074376093,suspend,2016-01-02 15:32:38.782000+00:00,Remaining debt home,New credit,Application_1966208034,40000.0,,,,,,,,,O_Created,2016-01-03 01:16:45.432000+00:00
Obtained,User_19,W_Complete application,Workflow,Workitem_56311285,resume,2016-01-02 15:37:21.106000+00:00,Remaining debt home,New credit,Application_1966208034,40000.0,,,,,,,,,O_Sent (mail and online),2016-01-03 08:38:36.986000+00:00
statechange,User_19,A_Accepted,Application,ApplState_532616550,complete,2016-01-02 15:47:16.786000+00:00,Remaining debt home,New credit,Application_1966208034,40000.0,,,,,,,,,A_Validating,2016-01-03 08:27:50.306000+00:00
Created,User_19,O_Create Offer,Offer,Offer_1967986467,complete,2016-01-02 15:52:19.034000+00:00,Remaining debt home,New credit,Application_1966208034,40000.0,0.0,126.0,True,400.0,False,0.0,40000.0,,O_Cancelled,2016-01-02 23:49:17.264000+00:00
statechange,User_19,O_Created,Offer,OfferState_1205213001,complete,2016-01-02 15:52:20.203000+00:00,Remaining debt home,New credit,Application_1966208034,40000.0,,,,,,,,Offer_1967986467,O_Cancelled,2016-01-02 23:59:51.333000+00:00
statechange,User_19,O_Sent (mail and online),Offer,OfferState_684087014,complete,2016-01-02 15:59:33.633000+00:00,Remaining debt home,New credit,Application_1966208034,40000.0,,,,,,,,Offer_1967986467,A_Validating,2016-01-03 01:07:23.493000+00:00
Deleted,User_19,W_Complete application,Workflow,Workitem_486705867,complete,2016-01-02 15:59:33.658000+00:00,Remaining debt home,New credit,Application_1966208034,40000.0,,,,,,,,,A_Validating,2016-01-02 22:24:44.478000+00:00
Created,User_19,W_Call after offers,Workflow,Workitem_2009413784,schedule,2016-01-02 15:59:33.666000+00:00,Remaining debt home,New credit,Application_1966208034,40000.0,,,,,,,,,O_Cancelled,2016-01-02 23:29:31.586000+00:00
Obtained,User_19,W_Call after offers,Workflow,Workitem_629680206,start,2016-01-02 15:59:33.668000+00:00,Remaining debt home,New credit,Application_1966208034,40000.0,,,,,,,,,O_Cancelled,2016-01-02 22:34:39.298000+00:00
statechange,User_19,A_Complete,Application,ApplState_899826364,complete,2016-01-02 15:59:33.671000+00:00,Remaining debt home,New credit,Application_1966208034,40000.0,,,,,,,,,O_Cancelled,2016-01-02 22:32:53.691000+00:00
Released,User_19,W_Call after offers,Workflow,Workitem_1712514593,suspend,2016-01-02 16:04:36.801000+00:00,Remaining debt home,New credit,Application_1966208034,40000.0,,,,,,,,,A_Validating,2016-01-02 21:32:38.801000+00:00
Obtained,User_19,W_Call after offers,Workflow,Workitem_2073874350,resume,2016-01-06 17:55:53.756000+00:00,Remaining debt home,New credit,Application_1966208034,40000.0,,,,,,,,,O_Cancelled,2016-01-06 22:38:24.516000+00:00
Released,User_19,W_Call after offers,Workflow,Workitem_1401591527,suspend,2016-01-06 17:56:30.386000+00:00,Remaining debt home,New credit,Application_1966208034,40000.0,,,,,,,,,O_Cancelled,2016-01-06 23:09:31.346000+00:00
statechange,User_1,A_Cancelled,Application,ApplState_921991742,complete,2016-02-02 07:00:21.918000+00:00,Remaining debt home,New credit,Application_1966208034,40000.0,,,,,,,,,O_Cancelled,2016-02-02 12:36:07.548000+00:00
statechange,User_1,O_Cancelled,Offer,OfferState_2048366699,complete,2016-02-02 07:00:21.963000+00:00,Remaining debt home,New credit,Application_1966208034,40000.0,,,,,,,,Offer_1967986467,O_Cancelled,2016-02-02 10:51:53.783000+00:00
Deleted,User_1,W_Call after offers,Workflow,Workitem_104001810,ate_abort,2016-02-02 07:00:21.973000+00:00,Remaining debt home,New credit,Application_1966208034,40000.0,,,,,,,,,O_Cancelled,2016-02-02 10:35:22.443000+00:00
Created,User_1,A_Create Application,Application,Application_1806387393,complete,2016-01-01 17:58:26.178000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,A_Submitted,2016-01-01 17:58:26.298000+00:00
statechange,User_1,A_Submitted,Application,ApplState_219633904,complete,2016-01-01 17:58:26.216000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,A_Concept,2016-01-01 18:39:55.416000+00:00
Created,User_1,W_Handle leads,Workflow,Workitem_1241150610,schedule,2016-01-01 17:58:26.524000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,W_Complete application,2016-01-02 01:14:53.824000+00:00
Obtained,User_17,W_Handle leads,Workflow,Workitem_697100198,start,2016-01-02 09:38:15.267000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,A_Accepted,2016-01-02 11:05:15.517000+00:00
Deleted,User_17,W_Handle leads,Workflow,Workitem_2140174115,complete,2016-01-02 09:39:26.329000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,O_Create Offer,2016-01-02 09:47:50.559000+00:00
Created,User_17,W_Complete application,Workflow,Workitem_1703359106,schedule,2016-01-02 09:39:26.336000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,O_Created,2016-01-02 09:44:18.906000+00:00
Obtained,User_17,W_Complete application,Workflow,Workitem_1985699399,start,2016-01-02 09:39:26.338000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,O_Sent (mail and online),2016-01-02 14:23:24.308000+00:00
statechange,User_17,A_Concept,Application,ApplState_125606026,complete,2016-01-02 09:39:26.342000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,A_Complete,2016-01-04 05:32:49.472000+00:00
Released,User_17,W_Complete application,Workflow,Workitem_1962194999,suspend,2016-01-02 09:39:29.719000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,O_Create Offer,2016-01-03 15:18:29.459000+00:00
Obtained,User_38,W_Complete application,Workflow,Workitem_1639622392,resume,2016-01-04 08:23:08.814000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,O_Created,2016-01-04 18:07:15.464000+00:00
Obtained,User_38,W_Complete application,Workflow,Workitem_1752348566,start,2016-01-04 08:23:30.847000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,O_Sent (mail and online),2016-01-05 01:24:46.727000+00:00
statechange,User_38,A_Accepted,Application,ApplState_1485363670,complete,2016-01-04 08:30:58.083000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,A_Validating,2016-01-05 01:11:31.603000+00:00
Created,User_38,O_Create Offer,Offer,Offer_1690361215,complete,2016-01-04 08:34:17.654000+00:00,Car,New credit,Application_1806387393,5000.0,0.0,138.0,False,50.0,True,0.0,5000.0,,O_Cancelled,2016-01-04 16:31:15.884000+00:00
statechange,User_38,O_Created,Offer,OfferState_1248125696,complete,2016-01-04 08:34:19+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,Offer_1690361215,O_Cancelled,2016-01-04 16:41:50.130000+00:00
statechange,User_38,O_Sent (mail and online),Offer,OfferState_677433034,complete,2016-01-04 08:34:37.514000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,Offer_1690361215,A_Validating,2016-01-04 17:42:27.374000+00:00
Deleted,User_38,W_Complete application,Workflow,Workitem_1540790634,complete,2016-01-04 08:34:37.532000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,A_Validating,2016-01-04 14:59:48.352000+00:00
Created,User_38,W_Call after offers,Workflow,Workitem_1764154051,schedule,2016-01-04 08:34:37.542000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,O_Cancelled,2016-01-04 16:04:35.462000+00:00
